drug_id,disease_id,drug_encoded,disease_encoded,label
DB00356,MESH:D010146,225,632,1
DB00358,MESH:D008288,226,538,1
DB00359,MESH:D002602,227,215,1
DB00359,MESH:D002690,227,219,1
DB00359,MESH:D003235,227,246,1
DB00359,MESH:D008583,227,551,1
DB00359,MESH:D008585,227,552,1
DB00359,MESH:D009617,227,607,1
DB00359,MESH:D010930,227,665,1
DB00359,MESH:D008288,227,538,1
DB00359,MESH:D014123,227,834,1
DB00359,MESH:D014141,227,835,1
DB00359,MESH:D014552,227,856,1
DB00359,MESH:D012213,227,728,1
DB00360,MESH:D010661,228,660,1
DB00361,MESH:D004938,229,347,1
DB00361,MESH:D012509,229,742,1
DB00362,MESH:D006483,230,410,1
DB00362,MESH:D058387,230,1146,1
DB00362,MESH:D002177,230,193,1
DB00363,MESH:D016728,231,946,1
DB00363,MESH:D012559,231,750,1
DB00363,MESH:D011605,231,699,1
DB00364,MESH:D004415,232,312,1
DB00364,MESH:D013276,232,785,1
DB00364,MESH:D005756,232,370,1
DB00364,MESH:D005764,232,371,1
DB00364,MESH:D014945,232,885,1
DB00364,MESH:D052016,232,1103,1
DB00364,MESH:D010437,232,652,1
DB00366,MESH:D007251,233,476,1
DB00366,MESH:D007319,233,478,1
DB00366,MESH:D009325,233,590,1
DB00366,MESH:D014839,233,876,1
DB00366,MESH:D003139,233,241,1
DB00367,MESH:D016889,234,954,1
DB00367,MESH:D004714,234,324,1
DB00367,MESH:D004715,234,325,1
DB00367,MESH:D008595,234,554,1
DB00367,MESH:D015663,234,921,1
DB00367,MESH:D011247,234,682,1
DB00368,MESH:D007022,235,465,1
DB00368,MESH:D012713,235,755,1
DB00368,MESH:D012772,235,761,1
DB00369,MESH:D017726,236,980,1
DB00369,MESH:D018139,236,982,1
DB00369,MESH:D045908,236,1087,1
DB00369,MESH:D012899,236,772,1
DB00370,MESH:D003866,237,278,1
DB00370,MESH:D019263,237,1015,1
DB00370,MESH:D005356,237,361,1
DB00370,MESH:D000073,237,71,1
DB00370,MESH:D019584,237,1020,1
DB00370,MESH:D007319,237,478,1
DB00370,MESH:D003865,237,277,1
DB00370,MESH:D020250,237,1036,1
DB00370,MESH:D009422,237,598,1
DB00370,MESH:D009771,237,609,1
DB00370,MESH:D000072,237,70,1
DB00370,MESH:D016584,237,943,1
DB00370,MESH:D012559,237,750,1
DB00370,MESH:D020920,237,1064,1
DB00370,MESH:D019966,237,1026,1
DB00370,MESH:D018781,237,1000,1
DB00370,MESH:D013851,237,811,1
DB00371,MESH:D001008,238,132,1
DB00373,MESH:D008881,239,561,1
DB00373,MESH:D009798,239,610,1
DB00375,MESH:D006938,240,438,1
DB00376,MESH:D001480,241,156,1
DB00376,MESH:D011595,241,698,1
DB00376,MESH:D010300,241,643,1
DB00376,MESH:D010301,241,644,1
DB00376,MESH:D010302,241,645,1
DB00377,MESH:D014839,242,876,1
DB00377,MESH:D020250,242,1036,1
DB00379,MESH:C535438,243,18,1
DB00380,MESH:D009202,244,581,1
DB00381,MESH:D000787,245,119,1
DB00381,MESH:D060050,245,1159,1
DB00381,MESH:D003324,245,252,1
DB00381,MESH:D006973,245,451,1
DB00381,MESH:D000788,245,120,1
DB00384,MESH:D004487,246,315,1
DB00384,MESH:D006973,246,451,1
DB00387,MESH:D020734,247,1057,1
DB00387,MESH:D001480,247,156,1
DB00388,MESH:D006484,248,411,1
DB00388,MESH:D007022,248,465,1
DB00388,MESH:D013617,248,801,1
DB00388,MESH:D012770,248,760,1
DB00390,MESH:D001281,249,145,1
DB00392,MESH:D001480,250,156,1
DB00392,MESH:D010300,250,643,1
DB00394,MESH:D001249,251,142,1
DB00394,MESH:D012852,251,766,1
DB00394,MESH:D029424,251,1073,1
DB00394,MESH:D012871,251,768,1
DB00394,MESH:D012221,251,731,1
DB00394,MESH:D006255,251,392,1
DB00394,MESH:D012223,251,732,1
DB00395,MESH:D059787,252,1158,1
DB00396,MESH:D008796,253,560,1
DB00396,MESH:D000568,253,107,1
DB00396,MESH:D007247,253,474,1
DB00396,MESH:D011247,253,682,1
DB00398,MESH:D046152,254,1088,1
DB00398,MESH:D006394,254,401,1
DB00399,MESH:C000601,255,3,1
DB00399,MESH:D010024,255,627,1
DB00399,MESH:D010001,255,621,1
DB00400,MESH:D014006,256,825,1
DB00400,MESH:D014008,256,826,1
DB00400,MESH:D014009,256,827,1
DB00401,MESH:D006973,257,451,1
DB00402,MESH:D007319,258,478,1
DB00404,MESH:D001007,259,131,1
DB00404,MESH:D000073,259,71,1
DB00404,MESH:D016584,259,943,1
DB00405,MESH:D065631,260,1178,1
DB00406,MESH:D007239,261,472,1
DB00406,MESH:D009181,261,577,1
DB00408,MESH:D012559,262,750,1
DB00410,MESH:D007169,263,469,1
DB00411,MESH:D005902,264,380,1
DB00411,MESH:D015812,264,925,1
DB00411,MESH:D010211,264,637,1
DB00412,MESH:D003924,265,290,1
DB00413,MESH:D001714,266,162,1
DB00413,MESH:D010300,266,643,1
DB00415,MESH:D001424,267,151,1
DB00415,MESH:D006483,267,410,1
DB00415,MESH:D004696,267,320,1
DB00415,MESH:C000590,267,0,1
DB00415,MESH:D007239,267,472,1
DB00415,MESH:D008088,267,518,1
DB00415,MESH:D016920,267,958,1
DB00415,MESH:D014917,267,882,1
DB00415,MESH:D012141,267,724,1
DB00415,MESH:D012475,267,739,1
DB00415,MESH:D014435,267,849,1
DB00415,MESH:D012760,267,758,1
DB00415,MESH:D017192,267,968,1
DB00415,MESH:D014552,267,856,1
DB00417,MESH:D000196,268,86,1
DB00417,MESH:D000069836,268,68,1
DB00417,MESH:D000881,268,128,1
DB00417,MESH:D004697,268,321,1
DB00417,MESH:D001424,268,151,1
DB00417,MESH:D011014,268,668,1
DB00417,MESH:D015787,268,924,1
DB00417,MESH:D005892,268,379,1
DB00417,MESH:D012541,268,748,1
DB00417,MESH:D017192,268,968,1
DB00417,MESH:D012213,268,728,1
DB00418,MESH:D007319,269,478,1
DB00419,MESH:D005776,270,373,1
DB00421,MESH:D000152,271,84,1
DB00421,MESH:D001201,271,139,1
DB00421,MESH:D006333,271,397,1
DB00421,MESH:D004487,271,315,1
DB00421,MESH:D006973,271,451,1
DB00421,MESH:D006628,271,424,1
DB00421,MESH:D007008,271,458,1
DB00421,MESH:D009404,271,597,1
DB00421,MESH:D006929,271,434,1
DB00422,MESH:D001289,272,147,1
DB00422,MESH:D009290,272,587,1
DB00423,MESH:D013035,273,774,1
DB00423,MESH:D010146,273,632,1
DB00423,MESH:D063806,273,1166,1
DB00423,MESH:D013742,273,808,1
DB00424,MESH:D044682,274,1083,1
DB00424,MESH:D003085,274,236,1
DB00424,MESH:D003556,274,267,1
DB00424,MESH:D004238,274,300,1
DB00424,MESH:D006327,274,395,1
DB00424,MESH:D043183,274,1082,1
DB00424,MESH:D001750,274,167,1
DB00424,MESH:D055496,274,1127,1
DB00424,MESH:D010195,274,636,1
DB00424,MESH:D020734,274,1057,1
DB00424,MESH:D010437,274,652,1
DB00424,MESH:D056844,274,1139,1
DB00424,MESH:C506814,274,15,1
DB00424,MESH:D004761,274,328,1
DB00424,MESH:D003139,274,241,1
DB00424,MESH:D005750,274,369,1
DB00424,MESH:D014522,274,852,1
DB00424,MESH:D012472,274,738,1
DB00425,MESH:D007319,275,478,1
DB00426,MESH:D006562,276,421,1
DB00426,MESH:D006558,276,418,1
DB00426,MESH:D013283,276,788,1
DB00427,MESH:D012221,277,731,1
DB00427,MESH:D006255,277,392,1
DB00427,MESH:D012223,277,732,1
DB00431,MESH:D010374,278,647,1
DB00431,MESH:D012532,278,747,1
DB00431,MESH:D020061,278,1028,1
DB00432,MESH:D016849,279,951,1
DB00433,MESH:D012559,280,750,1
DB00434,MESH:D006967,281,450,1
DB00434,MESH:D000707,281,111,1
DB00434,MESH:D000856,281,125,1
DB00434,MESH:D056587,281,1137,1
DB00434,MESH:D047748,281,1091,1
DB00434,MESH:C536612,281,30,1
DB00434,MESH:D008881,281,561,1
DB00434,MESH:D006255,281,392,1
DB00434,MESH:D012223,281,732,1
DB00435,MESH:D012131,282,723,1
DB00436,MESH:D006973,283,451,1
DB00437,MESH:D033461,284,1076,1
DB00437,MESH:D007926,284,510,1
DB00437,MESH:D006073,284,385,1
DB00438,MESH:D001424,285,151,1
DB00438,MESH:D006483,285,410,1
DB00438,MESH:D002494,285,207,1
DB00438,MESH:D059413,285,1156,1
DB00438,MESH:D014552,285,856,1
DB00440,MESH:D002006,286,182,1
DB00440,MESH:D004405,286,310,1
DB00440,MESH:D009617,286,607,1
DB00440,MESH:D011020,286,670,1
DB00440,MESH:D054307,286,1118,1
DB00442,MESH:D019694,287,1022,1
DB00443,MESH:D015210,288,895,1
DB00443,MESH:D000305,288,91,1
DB00443,MESH:D000506,288,102,1
DB00443,MESH:D013167,288,777,1
DB00443,MESH:D001607,288,159,1
DB00443,MESH:D003874,288,282,1
DB00443,MESH:D002062,288,186,1
DB00443,MESH:D000312,288,94,1
DB00443,MESH:D005199,288,355,1
DB00443,MESH:D003882,288,286,1
DB00443,MESH:D012871,288,768,1
DB00443,MESH:D008179,288,526,1
DB00443,MESH:D001929,288,177,1
DB00443,MESH:D013716,288,805,1
DB00443,MESH:D009877,288,614,1
DB00443,MESH:D007627,288,485,1
DB00443,MESH:D007938,288,511,1
DB00443,MESH:D008010,288,514,1
DB00443,MESH:D009450,288,602,1
DB00443,MESH:D008180,288,527,1
DB00443,MESH:D008223,288,531,1
DB00443,MESH:D009182,288,578,1
DB00443,MESH:D009335,288,591,1
DB00443,MESH:D009404,288,597,1
DB00443,MESH:D009879,288,616,1
DB00443,MESH:D010392,288,649,1
DB00443,MESH:D017285,288,970,1
DB00443,MESH:D015535,288,916,1
DB00443,MESH:D010267,288,642,1
DB00443,MESH:D014397,288,847,1
DB00443,MESH:D012010,288,719,1
DB00443,MESH:D003424,288,257,1
DB00443,MESH:D001172,288,137,1
DB00443,MESH:D001171,288,136,1
DB00443,MESH:D013921,288,813,1
DB00443,MESH:D013262,288,783,1
DB00443,MESH:D013700,288,804,1
DB00443,MESH:D014235,288,839,1
DB00443,MESH:D014390,288,845,1
DB00443,MESH:D003093,288,237,1
DB00443,MESH:D014605,288,862,1
DB00443,MESH:D000743,288,113,1
DB00443,MESH:D013717,288,806,1
DB00443,MESH:D003873,288,281,1
DB00443,MESH:D016460,288,936,1
DB00443,MESH:C535590,288,22,1
DB00443,MESH:D013968,288,822,1
DB00446,MESH:D000152,289,84,1
DB00446,MESH:D001424,289,151,1
DB00448,MESH:D016481,290,938,1
DB00448,MESH:D005764,290,371,1
DB00448,MESH:D006471,290,406,1
DB00448,MESH:D010437,290,652,1
DB00449,MESH:D007429,291,481,1
DB00449,MESH:D057066,291,1141,1
DB00449,MESH:D009798,291,610,1
DB00450,MESH:D000071,292,69,1
DB00450,MESH:D014839,292,876,1
DB00450,MESH:D003693,292,271,1
DB00450,MESH:D020250,292,1036,1
DB00451,MESH:D007037,293,467,1
DB00451,MESH:D006042,293,383,1
DB00452,MESH:D003231,294,243,1
DB00452,MESH:D065306,294,1176,1
DB00452,MESH:D007239,294,472,1
DB00452,MESH:D017192,294,968,1
DB00452,MESH:D006726,294,430,1
DB00452,MESH:D003320,294,251,1
DB00452,MESH:D001762,294,170,1
DB00455,MESH:D000080,295,77,1
DB00455,MESH:D012221,295,731,1
DB00455,MESH:D006255,295,392,1
DB00457,MESH:D000071,296,69,1
DB00457,MESH:D011470,296,688,1
DB00457,MESH:D006973,296,451,1
DB00457,MESH:D011928,296,716,1
DB00458,MESH:D001289,297,147,1
DB00458,MESH:D052018,297,1104,1
DB00458,MESH:D004775,297,329,1
DB00458,MESH:D003865,297,277,1
DB00458,MESH:D009437,297,600,1
DB00458,MESH:D016584,297,943,1
DB00458,MESH:D013313,297,790,1
DB00459,MESH:D007057,298,468,1
DB00460,MESH:D020256,299,1037,1
DB00461,MESH:D010003,300,622,1
DB00461,MESH:D001172,300,137,1
DB00462,MESH:D010437,301,652,1
DB00465,MESH:D008881,302,561,1
DB00465,MESH:D008269,302,536,1
DB00465,MESH:D058447,302,1148,1
DB00465,MESH:D007249,302,475,1
DB00465,MESH:D059787,302,1158,1
DB00465,MESH:D010493,302,654,1
DB00465,MESH:D018710,302,998,1
DB00468,MESH:D016778,303,948,1
DB00469,MESH:D001416,304,150,1
DB00469,MESH:D010003,304,622,1
DB00469,MESH:D010146,304,632,1
DB00469,MESH:D001172,304,137,1
DB00470,MESH:D020250,305,1036,1
DB00471,MESH:D001249,306,142,1
DB00471,MESH:D001250,306,143,1
DB00471,MESH:D012221,306,731,1
DB00471,MESH:D006255,306,392,1
DB00472,MESH:D000437,307,99,1
DB00472,MESH:D000856,307,125,1
DB00472,MESH:D009765,307,608,1
DB00472,MESH:D052018,307,1104,1
DB00472,MESH:D002385,307,204,1
DB00472,MESH:D001714,307,162,1
DB00472,MESH:D003865,307,277,1
DB00472,MESH:D009207,307,584,1
DB00472,MESH:D009771,307,609,1
DB00472,MESH:D061686,307,1163,1
DB00472,MESH:D065446,307,1177,1
DB00472,MESH:D061218,307,1162,1
DB00475,MESH:D001007,308,131,1
DB00475,MESH:D001008,308,132,1
DB00475,MESH:D000341,308,95,1
DB00475,MESH:D010437,308,652,1
DB00476,MESH:D017116,309,963,1
DB00476,MESH:D003929,309,292,1
DB00476,MESH:D005356,309,361,1
DB00476,MESH:D000073,309,71,1
DB00476,MESH:D003865,309,277,1
DB00476,MESH:D020370,309,1050,1
DB00476,MESH:D014550,309,855,1
DB00477,MESH:D017118,310,964,1
DB00477,MESH:D001007,310,131,1
DB00477,MESH:D001714,310,162,1
DB00477,MESH:D020250,310,1036,1
DB00477,MESH:D019958,310,1024,1
DB00477,MESH:D011595,310,698,1
DB00477,MESH:D012559,310,750,1
DB00477,MESH:D013742,310,808,1
DB00477,MESH:D006606,310,423,1
DB00478,MESH:D007251,311,476,1
DB00479,MESH:D016470,312,937,1
DB00479,MESH:D002494,312,207,1
DB00479,MESH:D009877,312,614,1
DB00479,MESH:D013203,312,780,1
DB00479,MESH:D059413,312,1156,1
DB00479,MESH:D016920,312,958,1
DB00479,MESH:D015270,312,900,1
DB00479,MESH:D000071,312,69,1
DB00479,MESH:D000077,312,73,1
DB00479,MESH:D013530,312,796,1
DB00479,MESH:D017192,312,968,1
DB00479,MESH:D014376,312,844,1
DB00479,MESH:D002056,312,185,1
DB00479,MESH:C567379,312,60,1
DB00480,MESH:D020522,313,1054,1
DB00480,MESH:D009101,313,568,1
DB00480,MESH:D009190,313,579,1
DB00480,MESH:D000075,313,72,1
DB00481,MESH:D010024,314,627,1
DB00482,MESH:D013167,315,777,1
DB00482,MESH:D010003,315,622,1
DB00482,MESH:D059787,315,1158,1
DB00482,MESH:D004412,315,311,1
DB00482,MESH:D001172,315,137,1
DB00482,MESH:D001171,315,136,1
DB00484,MESH:D009798,316,610,1
DB00485,MESH:D000069836,317,68,1
DB00485,MESH:D007169,317,469,1
DB00485,MESH:D013203,317,780,1
DB00488,MESH:D010051,318,630,1
DB00489,MESH:D001281,319,145,1
DB00489,MESH:D001282,319,146,1
DB00490,MESH:D001008,320,132,1
DB00490,MESH:D000341,320,95,1
DB00491,MESH:D003924,321,290,1
DB00492,MESH:D003928,322,291,1
DB00492,MESH:D006333,322,397,1
DB00492,MESH:D006973,322,451,1
DB00493,MESH:D000069836,323,68,1
DB00493,MESH:D016470,323,937,1
DB00493,MESH:D001424,323,151,1
DB00493,MESH:D012852,323,766,1
DB00493,MESH:D014552,323,856,1
DB00493,MESH:D002494,323,207,1
DB00493,MESH:D011014,323,668,1
DB00493,MESH:D004716,323,326,1
DB00493,MESH:D006069,323,384,1
DB00493,MESH:D059413,323,1156,1
DB00493,MESH:D020852,323,1062,1
DB00493,MESH:D016920,323,958,1
DB00493,MESH:D000292,323,90,1
DB00493,MESH:D010249,323,640,1
DB00493,MESH:D018410,323,992,1
DB00493,MESH:D013530,323,796,1
DB00493,MESH:D017192,323,968,1
DB00494,MESH:D010300,324,643,1
DB00495,MESH:D015658,325,920,1
DB00496,MESH:D053201,326,1109,1
DB00497,MESH:D018710,327,998,1
DB00499,MESH:D000152,328,84,1
DB00499,MESH:D006628,328,424,1
DB00500,MESH:D013167,329,777,1
DB00500,MESH:D010003,329,622,1
DB00500,MESH:D010146,329,632,1
DB00500,MESH:D001172,329,137,1
DB00500,MESH:D001171,329,136,1
DB00500,MESH:D002062,329,186,1
DB00500,MESH:D013716,329,805,1
DB00501,MESH:D005764,330,371,1
DB00501,MESH:D006356,330,399,1
DB00502,MESH:D014839,331,876,1
DB00502,MESH:D003693,331,271,1
DB00502,MESH:D005879,331,377,1
DB00502,MESH:D006816,331,432,1
DB00502,MESH:D009771,331,609,1
DB00502,MESH:D011618,331,700,1
DB00502,MESH:D012559,331,750,1
DB00502,MESH:D000374,331,96,1
DB00503,MESH:D015658,332,920,1
DB00507,MESH:D001196,333,138,1
DB00507,MESH:D002590,333,213,1
DB00507,MESH:D003015,333,233,1
DB00507,MESH:D003457,333,261,1
DB00507,MESH:D005873,333,375,1
DB00507,MESH:D014257,333,841,1
DB00512,MESH:D013203,334,780,1
DB00513,MESH:D006470,335,405,1
DB00513,MESH:D006472,335,407,1
DB00514,MESH:D003371,336,255,1
DB00515,MESH:D001943,337,179,1
DB00515,MESH:D002583,337,212,1
DB00515,MESH:D004938,337,347,1
DB00515,MESH:D000077,337,73,1
DB00515,MESH:D018197,337,984,1
DB00515,MESH:D002289,337,200,1
DB00515,MESH:D013274,337,784,1
DB00515,MESH:D008527,337,544,1
DB00515,MESH:D009101,337,568,1
DB00515,MESH:D009447,337,601,1
DB00515,MESH:D054363,337,1119,1
DB00515,MESH:D008223,337,531,1
DB00515,MESH:D012516,337,746,1
DB00515,MESH:D055752,337,1133,1
DB00515,MESH:D013953,337,818,1
DB00515,MESH:C079345,337,12,1
DB00518,MESH:D001196,338,138,1
DB00518,MESH:D006725,338,429,1
DB00518,MESH:D016881,338,952,1
DB00519,MESH:D003928,339,291,1
DB00519,MESH:D006333,339,397,1
DB00519,MESH:D006973,339,451,1
DB00519,MESH:D018487,339,994,1
DB00520,MESH:D018784,340,1001,1
DB00520,MESH:D058387,340,1146,1
DB00520,MESH:D009181,340,577,1
DB00520,MESH:D010538,340,657,1
DB00521,MESH:D010211,341,637,1
DB00524,MESH:D004487,342,315,1
DB00524,MESH:D011225,342,680,1
DB00524,MESH:C036843,342,8,1
DB00525,MESH:D014005,343,824,1
DB00525,MESH:D014010,343,828,1
DB00525,MESH:D014008,343,826,1
DB00526,MESH:D004938,344,347,1
DB00526,MESH:D013274,344,784,1
DB00526,MESH:C079345,344,12,1
DB00527,MESH:D006484,345,411,1
DB00527,MESH:D011537,345,693,1
DB00527,MESH:D011538,345,694,1
DB00529,MESH:D017726,346,980,1
DB00529,MESH:D006558,346,418,1
DB00529,MESH:D006560,346,419,1
DB00529,MESH:D006561,346,420,1
DB00529,MESH:D000073,346,71,1
DB00530,MESH:D002289,347,200,1
DB00531,MESH:D054198,348,1116,1
DB00531,MESH:D015470,348,910,1
DB00531,MESH:D018269,348,989,1
DB00531,MESH:D000744,348,114,1
DB00531,MESH:D001943,348,179,1
DB00531,MESH:D002051,348,183,1
DB00531,MESH:D015451,348,905,1
DB00531,MESH:D015464,348,907,1
DB00531,MESH:D012512,348,743,1
DB00531,MESH:D014890,348,880,1
DB00531,MESH:D001171,348,136,1
DB00531,MESH:D008175,348,525,1
DB00531,MESH:D006689,348,427,1
DB00531,MESH:D009402,348,596,1
DB00531,MESH:D009101,348,568,1
DB00531,MESH:D009157,348,575,1
DB00531,MESH:D008181,348,528,1
DB00531,MESH:D008228,348,533,1
DB00531,MESH:D018237,348,988,1
DB00531,MESH:D010673,348,661,1
DB00531,MESH:D012175,348,726,1
DB00531,MESH:D012208,348,727,1
DB00531,MESH:D014605,348,862,1
DB00531,MESH:D008258,348,534,1
DB00531,MESH:D016403,348,935,1
DB00531,MESH:D002822,348,226,1
DB00535,MESH:D012852,349,766,1
DB00536,MESH:D018908,350,1007,1
DB00537,MESH:D010033,351,629,1
DB00537,MESH:D059413,351,1156,1
DB00537,MESH:C544287,351,48,1
DB00537,MESH:D003234,351,245,1
DB00537,MESH:D004403,351,308,1
DB00537,MESH:D064147,351,1170,1
DB00537,MESH:D000077,351,73,1
DB00537,MESH:D010930,351,665,1
DB00537,MESH:D015521,351,914,1
DB00537,MESH:D002179,351,195,1
DB00539,MESH:D018222,352,986,1
DB00540,MESH:D043183,353,1082,1
DB00540,MESH:D003865,353,277,1
DB00540,MESH:D009209,353,585,1
DB00540,MESH:D005157,353,352,1
DB00540,MESH:D059350,353,1153,1
DB00540,MESH:C400741,353,14,1
DB00541,MESH:D054198,354,1116,1
DB00541,MESH:D002822,354,226,1
DB00541,MESH:D015451,354,905,1
DB00541,MESH:D012512,354,743,1
DB00541,MESH:D031901,354,1075,1
DB00541,MESH:D018197,354,984,1
DB00541,MESH:D016553,354,941,1
DB00541,MESH:D012514,354,744,1
DB00541,MESH:D006689,354,427,1
DB00541,MESH:D009101,354,568,1
DB00541,MESH:D009447,354,601,1
DB00541,MESH:D008228,354,533,1
DB00541,MESH:D018237,354,988,1
DB00541,MESH:D010673,354,661,1
DB00541,MESH:D012175,354,726,1
DB00541,MESH:D012208,354,727,1
DB00541,MESH:D055752,354,1133,1
DB00541,MESH:D009396,354,595,1
DB00542,MESH:D003928,355,291,1
DB00542,MESH:D006333,355,397,1
DB00542,MESH:D006973,355,451,1
DB00542,MESH:C535520,355,20,1
DB00543,MESH:D000341,356,95,1
DB00543,MESH:D003866,356,278,1
DB00543,MESH:D000275,356,89,1
DB00543,MESH:D003863,356,276,1
DB00544,MESH:D055623,357,1129,1
DB00544,MESH:D001943,357,179,1
DB00544,MESH:D003110,357,238,1
DB00544,MESH:D010190,357,635,1
DB00544,MESH:D013274,357,784,1
DB00544,MESH:D012004,357,717,1
DB00544,MESH:D002280,357,198,1
DB00545,MESH:D003248,358,248,1
DB00545,MESH:D009157,358,575,1
DB00545,MESH:D019148,358,1011,1
DB00545,MESH:D007024,358,466,1
DB00545,MESH:D016262,358,934,1
DB00547,MESH:D011565,359,697,1
DB00548,MESH:D000152,360,84,1
DB00549,MESH:D001249,361,142,1
DB00549,MESH:D000080,361,77,1
DB00550,MESH:D006980,362,454,1
DB00550,MESH:D013958,362,819,1
DB00550,MESH:D008108,362,523,1
DB00551,MESH:D014552,363,856,1
DB00552,MESH:D054403,364,1120,1
DB00552,MESH:D015451,364,905,1
DB00552,MESH:D007943,364,512,1
DB00552,MESH:D009182,364,578,1
DB00552,MESH:D012751,364,757,1
DB00554,MESH:D013167,365,777,1
DB00554,MESH:D010003,365,622,1
DB00554,MESH:D001172,365,137,1
DB00555,MESH:D012640,366,754,1
DB00557,MESH:D001007,367,131,1
DB00557,MESH:D020250,367,1036,1
DB00557,MESH:D011537,367,693,1
DB00558,MESH:D007251,368,476,1
DB00560,MESH:D001424,369,151,1
DB00560,MESH:D011014,369,668,1
DB00560,MESH:D059413,369,1156,1
DB00560,MESH:D017192,369,968,1
DB00561,MESH:D012131,370,723,1
DB00563,MESH:D054198,371,1116,1
DB00563,MESH:D015473,371,911,1
DB00563,MESH:D001943,371,179,1
DB00563,MESH:D001749,371,166,1
DB00563,MESH:D002822,371,226,1
DB00563,MESH:D003424,371,257,1
DB00563,MESH:D003882,371,286,1
DB00563,MESH:D009103,371,569,1
DB00563,MESH:D011271,371,683,1
DB00563,MESH:D006086,371,387,1
DB00563,MESH:D000077,371,73,1
DB00563,MESH:D006828,371,433,1
DB00563,MESH:D017285,371,970,1
DB00563,MESH:D012516,371,746,1
DB00563,MESH:D055752,371,1133,1
DB00563,MESH:D012509,371,742,1
DB00563,MESH:D008180,371,527,1
DB00563,MESH:D014605,371,862,1
DB00563,MESH:D001171,371,136,1
DB00563,MESH:D055756,371,1134,1
DB00564,MESH:D001714,372,162,1
DB00564,MESH:D012640,372,754,1
DB00564,MESH:D010146,372,632,1
DB00564,MESH:D012148,372,725,1
DB00566,MESH:D020261,373,1039,1
DB00566,MESH:D008630,373,557,1
DB00566,MESH:D007855,373,501,1
DB00567,MESH:D010019,374,626,1
DB00567,MESH:D010033,374,629,1
DB00567,MESH:D012141,374,724,1
DB00567,MESH:D017192,374,968,1
DB00567,MESH:D011472,374,690,1
DB00569,MESH:D020246,375,1035,1
DB00569,MESH:D000072,375,70,1
DB00569,MESH:D000789,375,121,1
DB00570,MESH:D000744,376,114,1
DB00570,MESH:D001749,376,166,1
DB00570,MESH:D016553,376,941,1
DB00570,MESH:D012514,376,744,1
DB00570,MESH:D006646,376,425,1
DB00570,MESH:D002289,376,200,1
DB00570,MESH:D006689,376,427,1
DB00570,MESH:D016403,376,935,1
DB00571,MESH:D000787,377,119,1
DB00571,MESH:D001281,377,145,1
DB00571,MESH:D003324,377,252,1
DB00571,MESH:D008309,377,540,1
DB00571,MESH:D006391,377,400,1
DB00571,MESH:D006973,377,451,1
DB00571,MESH:D024741,377,1069,1
DB00571,MESH:D008881,377,561,1
DB00571,MESH:D002312,377,203,1
DB00571,MESH:D060805,377,1160,1
DB00571,MESH:D010673,377,661,1
DB00571,MESH:D013958,377,819,1
DB00571,MESH:D013971,377,823,1
DB00571,MESH:D020329,377,1048,1
DB00571,MESH:D017180,377,966,1
DB00572,MESH:D000550,378,105,1
DB00572,MESH:D054537,378,1121,1
DB00572,MESH:D001919,378,175,1
DB00572,MESH:D001986,378,180,1
DB00572,MESH:D003448,378,259,1
DB00572,MESH:D053201,378,1109,1
DB00572,MESH:D009877,378,614,1
DB00572,MESH:D048949,378,1094,1
DB00572,MESH:D020734,378,1057,1
DB00572,MESH:D010437,378,652,1
DB00572,MESH:D064807,378,1174,1
DB00572,MESH:D015651,378,919,1
DB00572,MESH:D004786,378,330,1
DB00572,MESH:D012220,378,730,1
DB00572,MESH:D013035,378,774,1
DB00572,MESH:D020258,378,1038,1
DB00572,MESH:D007845,378,500,1
DB00573,MESH:D010003,379,622,1
DB00573,MESH:D001172,379,137,1
DB00575,MESH:D001289,380,147,1
DB00575,MESH:D005879,380,377,1
DB00575,MESH:D006973,380,451,1
DB00575,MESH:D019584,380,1020,1
DB00575,MESH:D004393,380,306,1
DB00575,MESH:D013375,380,794,1
DB00575,MESH:D019958,380,1024,1
DB00575,MESH:D010673,380,661,1
DB00575,MESH:D051474,380,1101,1
DB00577,MESH:D003586,381,268,1
DB00577,MESH:D002644,381,217,1
DB00577,MESH:D006558,381,418,1
DB00577,MESH:D006560,381,419,1
DB00577,MESH:D006561,381,420,1
DB00577,MESH:D018562,381,996,1
DB00577,MESH:D006562,381,421,1
DB00577,MESH:D000073,381,71,1
DB00580,MESH:D010003,382,622,1
DB00580,MESH:D004412,382,311,1
DB00580,MESH:D001172,382,137,1
DB00581,MESH:D003248,383,248,1
DB00581,MESH:D006501,383,412,1
DB00582,MESH:D003047,384,235,1
DB00582,MESH:D009181,384,577,1
DB00582,MESH:C000656,384,5,1
DB00582,MESH:D058365,384,1145,1
DB00583,MESH:C536038,385,28,1
DB00584,MESH:D003928,386,291,1
DB00584,MESH:D006973,386,451,1
DB00585,MESH:D016481,387,938,1
DB00585,MESH:D004381,387,303,1
DB00585,MESH:D004941,387,348,1
DB00585,MESH:D013276,387,785,1
DB00585,MESH:D005764,387,371,1
DB00585,MESH:D010437,387,652,1
DB00586,MESH:D055623,388,1129,1
DB00586,MESH:D008881,388,561,1
DB00586,MESH:D013167,388,777,1
DB00586,MESH:D009877,388,614,1
DB00586,MESH:D015210,388,895,1
DB00586,MESH:D007249,388,475,1
DB00586,MESH:D001171,388,136,1
DB00586,MESH:D010003,388,622,1
DB00586,MESH:D020370,388,1050,1
